"PlotID","Tag","Species","OldTag","DBH_cm","Note_num","Note_text","Anomaly_Nu","FalseHeight","FalseRadius","X","Y","LidarHt","TrueRadius","Overlapped","OverlapSpeciesDifferent","First.Total.return.count","First.Total.first.return.count.above.4.50","First.Return.1.count.above.4.50","First.Return.2.count.above.4.50","First.Return.3.count.above.4.50","First.Return.4.count.above.4.50","First.Return.5.count.above.4.50","First.Return.6.count.above.4.50","First.Return.7.count.above.4.50","First.Return.8.count.above.4.50","First.Return.9.count.above.4.50","First.Other.return.count.above.4.50","First.Elev.minimum","First.Elev.maximum","First.Elev.mean","First.Elev.mode","First.Elev.stddev","First.Elev.variance","First.Elev.CV","First.Elev.IQ","First.Elev.skewness","First.Elev.kurtosis","First.Elev.AAD","First.Elev.MAD.median","First.Elev.MAD.mode","First.Elev.L1","First.Elev.L2","First.Elev.L3","First.Elev.L4","First.Elev.L.CV","First.Elev.L.skewness","First.Elev.L.kurtosis","First.Elev.P01","First.Elev.P05","First.Elev.P10","First.Elev.P20","First.Elev.P25","First.Elev.P30","First.Elev.P40","First.Elev.P50","First.Elev.P60","First.Elev.P70","First.Elev.P75","First.Elev.P80","First.Elev.P90","First.Elev.P95","First.Elev.P99","First.Canopy.relief.ratio","First.Elev.SQRT.mean.SQ","First.Elev.CURT.mean.CUBE","First.Int.minimum","First.Int.maximum","First.Int.mean","First.Int.mode","First.Int.stddev","First.Int.variance","First.Int.CV","First.Int.IQ","First.Int.skewness","First.Int.kurtosis","First.Int.AAD","First.Int.L1","First.Int.L2","First.Int.L3","First.Int.L4","First.Int.L.CV","First.Int.L.skewness","First.Int.L.kurtosis","First.Int.P01","First.Int.P05","First.Int.P10","First.Int.P20","First.Int.P25","First.Int.P30","First.Int.P40","First.Int.P50","First.Int.P60","First.Int.P70","First.Int.P75","First.Int.P80","First.Int.P90","First.Int.P95","First.Int.P99","First.Percentage.first.returns.above.4.50","First.Percentage.all.returns.above.4.50","First.X.All.returns.above.4.50.....Total.first.returns....100","First.First.returns.above.4.50","First.All.returns.above.4.50","First.Percentage.first.returns.above.mean","First.Percentage.first.returns.above.mode","First.Percentage.all.returns.above.mean","First.Percentage.all.returns.above.mode","First.X.All.returns.above.mean.....Total.first.returns....100","First.X.All.returns.above.mode.....Total.first.returns....100","First.First.returns.above.mean","First.First.returns.above.mode","First.All.returns.above.mean","First.All.returns.above.mode","First.Total.first.returns","First.Total.all.returns","First.Profile.area","Total.return.count","Total.return.count.above.4.50","Return.1.count.above.4.50","Return.2.count.above.4.50","Return.3.count.above.4.50","Return.4.count.above.4.50","Return.5.count.above.4.50","Return.6.count.above.4.50","Return.7.count.above.4.50","Return.8.count.above.4.50","Return.9.count.above.4.50","Other.return.count.above.4.50","Elev.minimum","Elev.maximum","Elev.mean","Elev.mode","Elev.stddev","Elev.variance","Elev.CV","Elev.IQ","Elev.skewness","Elev.kurtosis","Elev.AAD","Elev.MAD.median","Elev.MAD.mode","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.skewness","Elev.L.kurtosis","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Canopy.relief.ratio","Elev.SQRT.mean.SQ","Elev.CURT.mean.CUBE","Int.minimum","Int.maximum","Int.mean","Int.mode","Int.stddev","Int.variance","Int.CV","Int.IQ","Int.skewness","Int.kurtosis","Int.AAD","Int.L1","Int.L2","Int.L3","Int.L4","Int.L.CV","Int.L.skewness","Int.L.kurtosis","Int.P01","Int.P05","Int.P10","Int.P20","Int.P25","Int.P30","Int.P40","Int.P50","Int.P60","Int.P70","Int.P75","Int.P80","Int.P90","Int.P95","Int.P99","Percentage.first.returns.above.4.50","Percentage.all.returns.above.4.50","X.All.returns.above.4.50.....Total.first.returns....100","First.returns.above.4.50","All.returns.above.4.50","Percentage.first.returns.above.mean","Percentage.first.returns.above.mode","Percentage.all.returns.above.mean","Percentage.all.returns.above.mode","X.All.returns.above.mean.....Total.first.returns....100","X.All.returns.above.mode.....Total.first.returns....100","First.returns.above.mean","First.returns.above.mode","All.returns.above.mean","All.returns.above.mode","Total.first.returns","Total.all.returns","Profile.area","Last.Elev.P01","Last.Elev.P05","Last.Elev.P10","Last.Elev.P50","Last.Elev.mean","Elev.RP01","Elev.RP05","Elev.RP10","Elev.RP20","Elev.RP25","Elev.RP30","Elev.RP40","Elev.RP50","Elev.RP60","Elev.RP70","Elev.RP75","Elev.RP80","Elev.RP90","First.Int.RP01","First.Int.RP05","First.Int.RP10","First.Int.RP20","First.Int.RP25","First.Int.RP30","First.Int.RP40","First.Int.RP50","First.Int.RP60","First.Int.RP70","First.Int.RP75","First.Int.RP80","First.Int.RP90","Last.P05.over.First.P95","Last.P10.over.First.P90","Last.mean.over.First.mean","First.P95.minus.Last.P05","First.P90.minus.Last.P10","First.mean.minus.Last.mean","Elev.RP25_75","Elev.RP10_90"
"B4E1_TP_125_25",1,"ALRU",NA,21.5,NA,NA,0,37,3.74,713044.647047803,1017877.29769473,45.705002,6.17740056,TRUE,TRUE,451,133,133,0,0,0,0,0,0,0,0,0,17.5,46.650002,39.461955,40.172223,5.093371,25.942428,0.12907,4.849998,-1.363388,5.397961,3.724781,2.459999,2.467776,39.461955,2.687596,-0.62759,0.509789,0.068106,-0.233513,0.189682,23.9464,30.486,31.718,35.678001,37.900002,38.703999,39.922001,40.360001,40.93,42.236,42.75,43.279999,44.928001,45.464001,46.2812,0.753412,39.786848,40.06681,7,172,79.496241,7,51.490603,2651.282183,0.647711,94,0.167387,1.727705,44.732772,79.496241,29.727728,1.588256,-0.633959,0.373951,0.053427,-0.021325,7,9,10,26.4,34,42.399994,59.599998,74,91.999985,114,128,135.199997,151.800003,161.600006,168,99.253731,77.383592,260.447761,133,349,65.671642,54.477612,19.512195,16.186253,65.671642,54.477612,88,73,88,73,134,451,83.842844,451,349,133,132,69,14,1,0,0,0,0,0,6.1,46.650002,28.746504,29.91508,11.190904,125.236322,0.389296,20.560001,-0.257923,1.893668,9.564689,9.77,9.974919,28.746504,6.431912,-0.478807,0.059423,0.223746,-0.074442,0.009239,7.102,9.77,12.467999,17.232,18.91,21.630001,26.217999,30.25,32.5,37.704002,39.470001,40.23,42.658001,44.739998,45.916401,0.558483,30.842163,32.44809,0,196,61.487106,6.222222,52.49059,2755.262046,0.853685,90,0.678533,2.221637,45.00234,61.487106,29.241099,6.268675,0.02472,0.475565,0.214379,0.000845,4,6,7,10,12,16.400002,32,45,67.800003,88,102,113,145.200012,159.600006,176.639923,99.253731,77.383592,260.447761,133,349,95.522388,94.776119,43.015521,40.354767,144.776119,135.820896,128,127,194,182,134,451,47.844406,0.0307,0.09,0.117,0.44,3.623148,0.158739390198453,0.218372830503926,0.278676789391005,0.38515871189802,0.422664301415481,0.4834600350228,0.58600805033563,0.676128774078175,0.726419344050932,0.842735889259539,0.882208376495681,0.899195391112892,0.953464526305969,0.0433168300748702,0.0556930672391188,0.0618811858212431,0.163366330568082,0.210396031792227,0.262376190753359,0.368811855118372,0.457920775077199,0.569306816733658,0.705445518362171,0.792079178511912,0.836633613738851,0.939356419330826,0.00197958820210302,0.00260416660870356,0.0918136975220817,45.374001,44.811001,35.838807,0.479098037012971,0.292278088698999
"B4E1_TP_125_25",10,"PSME","484",29.3,NA,NA,0,37,3.74,713069.110909641,1017907.65819831,41.247398,4.92927144,TRUE,TRUE,167,90,90,0,0,0,0,0,0,0,0,0,5.57,47.049999,30.534667,22.68873,7.944081,63.108418,0.260166,12.479998,-0.245999,2.942692,6.419215,6.605,8.01627,30.534667,4.504836,-0.067854,0.393403,0.147532,-0.015062,0.087329,10.5362,19.245499,21.216,23.34,24.190001,26.75,28.205999,30.215,32.773998,34.399002,36.669998,38.902,40.842999,41.879501,45.145401,0.601848,31.540023,32.416507,13,173,60.511111,13,43.735992,1912.836954,0.722776,42.25,1.331531,3.835373,32.724938,60.511111,22.759551,7.186426,3.85362,0.376122,0.315754,0.169319,13,14.45,17,28,30.25,33.700001,40,46.5,57.400002,65,72.5,80.199997,142.899994,164.050034,172.110001,100,90.419162,167.777778,90,151,48.888889,85.555556,31.736527,62.275449,58.888889,115.555556,44,77,53,104,90,167,66.713112,167,151,90,51,10,0,0,0,0,0,0,0,5.09,47.049999,26.387086,23.072857,9.670384,93.516324,0.366482,12.105001,-0.276899,2.595151,7.723297,6.240002,7.787144,26.387086,5.487193,-0.318908,0.654509,0.20795,-0.058119,0.119279,5.615,6.635,13.71,19.459999,20.684999,22.07,23.82,27.59,29.32,31.200001,32.790001,34.02,39.619999,40.970001,44.52,0.507557,28.092264,29.425291,6,186,50.437086,8.857143,41.540595,1725.621015,0.823612,41,1.60002,5.032437,29.984562,50.437086,21.04936,6.970016,4.205231,0.417339,0.331127,0.19978,6.5,9,13,18,22,25,32,40,46,57,63,66,110,156.5,172.5,100,90.419162,167.777778,90,151,71.111111,82.222222,49.101796,59.281437,91.111111,110,64,74,82,99,90,167,52.977868,0.03,0.06,0.41,13.88,14.088628,0.137051497753197,0.161947762705693,0.334635090685011,0.474981657920877,0.504881583966766,0.538686830883895,0.581401010949451,0.673419558862105,0.715645576869769,0.761532834719726,0.800341718322145,0.830363660474404,0.96704901227608,0.0792441164626641,0.0880828832988843,0.103626921528099,0.170679635458046,0.184394963307353,0.205425138771992,0.243828050654351,0.283450108885683,0.349893264880396,0.39622058231332,0.441938341811011,0.48887522327487,0.871075674388461,0.00143268182684412,0.0100384401253199,0.461397794185868,41.819501,40.432999,16.446039,0.630832521170097,0.346037363605183
"B4E1_TP_125_25",10001,"PSME",NA,26.2,NA,NA,0,37,3.74,713065.329093054,1017929.88485989,41.807598,5.08612744,TRUE,TRUE,210,92,92,0,0,0,0,0,0,0,0,0,14.96,41.869999,32.227717,36.744285,6.166615,38.027139,0.191345,9.272499,-0.445724,2.364011,5.229121,4.764999,4.764285,32.227717,3.512684,-0.376062,0.112619,0.108996,-0.107058,0.032061,18.918499,21.834,24.171999,26.666,28.247501,28.575001,30.046001,32.400002,35.497997,37.035999,37.52,38.366001,39.525002,39.967999,41.760799,0.641684,32.806091,33.32394,7,173,57.01087,46.52381,38.298852,1466.802078,0.671782,32.5,1.276988,3.789485,29.210302,57.01087,20.055065,6.307175,3.325959,0.351776,0.314493,0.165841,11.55,17.650002,22.1,27.600002,31,34.299999,39.400002,44,51.399994,59,63.5,82.600006,112.900002,133.299957,164.809967,97.87234,74.761905,167.021277,92,157,51.06383,35.106383,24.285714,15.714286,54.255319,35.106383,48,33,51,33,94,210,74.819565,210,157,92,47,15,3,0,0,0,0,0,0,9.69,41.869999,26.760255,14.287142,9.145567,83.641398,0.341759,15.090002,-0.196235,1.844025,7.743164,8.200001,13.392858,26.760255,5.270167,-0.296617,0.035965,0.19694,-0.056282,0.006824,10.3212,11.778,14.446,16.440001,19.309999,21.794001,25.038,27.68,29.594,32.639999,34.400002,36.884003,38.526001,39.644001,41.6436,0.530462,28.270477,29.505281,5,188,54.726115,7.904762,44.569107,1986.405275,0.814403,41,1.210304,3.480089,34.523104,54.726115,23.502286,7.20951,3.339035,0.429453,0.306758,0.142073,6,8,10.6,21,24,26,34,41,48,59.199997,65,82.800003,126.399994,154.399994,171.320007,97.87234,74.761905,167.021277,92,157,77.659574,97.87234,40.47619,67.619048,90.425532,151.06383,73,92,85,142,94,210,47.67392,0.0234,0.0735,0.12,0.835,6.633823,0.260347082525803,0.297094130332607,0.364393089385706,0.414690762418253,0.487085019496392,0.549742721477582,0.631570965806403,0.6982140879272,0.746493775943553,0.823327569787923,0.867722760878752,0.930380437635444,0.971799011911033,0.0866466896159614,0.132408159741567,0.165791501343095,0.207051844735404,0.232558214553663,0.257314404084917,0.295574003823572,0.330082627108424,0.385596478474483,0.442610795440842,0.476369245940567,0.619655158628446,0.846962028652417,0.00183897122295264,0.00303605297730282,0.205842163749918,39.894499,39.405002,25.593894,0.561337147596678,0.374967544646017
"B4E1_TP_125_25",10002,"PSME",NA,30.6,"4","4) DBH at 1m",0,37,3.74,713098.19713755,1017927.56531073,50.486702,7.51627656,TRUE,TRUE,449,213,213,0,0,0,0,0,0,0,0,0,11.89,50.57,36.887371,40.746508,7.044625,49.626736,0.190977,6.889999,-0.836328,4.395566,5.201144,3.540001,4.826509,36.887371,3.822098,-0.411392,0.735755,0.103615,-0.107635,0.1925,14.2372,25.676001,27.700001,33.481998,34.27,34.667999,35.793999,37.389999,38.478001,40.740002,41.16,42.02,45.292004,46.945999,50.3456,0.646261,37.550924,38.113875,7,175,61.901408,33.666667,44.040447,1939.560989,0.711461,45,1.123748,3.345548,33.713549,61.901408,23.479228,6.283476,3.487707,0.3793,0.267619,0.148544,8.12,11.6,16.200001,26.400002,32,36,41,51,57.399994,68.399994,77,86.400024,143.400009,157.799988,174,99.53271,82.405345,172.897196,213,370,51.869159,29.906542,25.389755,14.699332,53.271028,30.841121,111,64,114,66,214,449,71.983457,449,370,213,120,32,5,0,0,0,0,0,0,6.76,50.57,30.966973,33.880476,10.134947,102.717151,0.327282,13.5,-0.370995,2.328488,8.458666,7.219999,7.214523,30.966973,5.765554,-0.544554,0.431789,0.186184,-0.09445,0.074891,7.5939,13.635,14.76,21.222002,24.674999,26.035999,29.134001,33.525002,35.259998,37.323997,38.174999,39.806,43.722,45.540497,49.687996,0.552544,32.579026,33.862012,5,196,51.891892,8.031746,42.796983,1831.581777,0.824734,42.75,1.382881,4.299084,31.95515,51.891892,22.273229,6.759959,3.610242,0.429224,0.303502,0.162089,7,8,9,16,21,25,34,40,49.399994,58.299988,63.75,73.400024,125.500031,149.549988,175,99.53271,82.405345,172.897196,213,370,82.242991,78.037383,43.652561,40.311804,91.588785,84.579439,176,167,196,181,214,449,50.921946,0.0134,0.02,0.05,13.69,13.571481,0.166750485836815,0.299403847085815,0.324107134799166,0.46600286334161,0.541825421887688,0.571710910401351,0.639738319061384,0.736158017774817,0.774255889214384,0.819578165780668,0.838264874447901,0.874079173971246,0.960068573691675,0.0514575451045028,0.0735107787207183,0.102661611102277,0.167300405624872,0.202788355091637,0.228136899478091,0.259822579961159,0.323193940927296,0.363751573922807,0.433460070985557,0.487959479439251,0.547528710838685,0.908745373288622,0.000426021395348302,0.00110394761954008,0.36791673226048,46.925999,45.242004,23.31589,0.646365413133344,0.337587484561548
"B4E1_TP_125_25",10003,"PISI",NA,22,NA,NA,0,37,3.74,713097.770301133,1017860.52279389,39.553497,4.45497916,FALSE,FALSE,148,91,91,0,0,0,0,0,0,0,0,0,20.49,39.900002,30.733956,30.965239,4.551535,20.716473,0.148095,7.259998,-0.105653,2.390827,3.727827,3.24,3.344763,30.733956,2.607082,-0.0511,0.222726,0.084827,-0.019601,0.085431,21.210001,23.025,25.719999,26.450001,26.799999,27.940001,29.450001,31.17,31.93,33.68,34.059998,34.459999,36.66,38.275002,39.404999,0.527767,31.065493,31.383303,13,173,55.417582,40.936508,35.369185,1250.979243,0.63823,28,1.855798,6.092555,24.74846,55.417582,17.281319,6.390921,4.446854,0.311838,0.369817,0.257321,13.9,22.5,28,32,34,35,41,44,50,58,62,72,92,146.5,171.199997,100,77.027027,125.274725,91,114,53.846154,52.747253,33.783784,33.108108,54.945055,53.846154,49,48,50,49,91,148,77.004634,148,114,91,23,0,0,0,0,0,0,0,0,9.66,39.900002,28.368947,21.18,6.801898,46.265811,0.239766,8.234999,-0.732551,3.129153,5.37855,4.205002,8.925,28.368947,3.78902,-0.57483,0.483316,0.133562,-0.151709,0.127557,10.9938,14.987,19.729,22.23,25.42,26.159,27.518,29.424999,31.186001,32.191998,33.654999,34.16,36.236,37.280499,39.312298,0.618682,29.166027,29.815801,0,173,49.464912,32.952381,34.73571,1206.569554,0.702229,28.75,1.823843,6.623597,23.630502,49.464912,17.204704,5.067198,4.669617,0.347816,0.294524,0.271415,5.26,10,15.3,28,29.25,32.900002,37.200001,42,45.800003,54,58,62.400002,84.399994,130.799988,170.350006,100,77.027027,125.274725,91,114,68.131868,98.901099,43.243243,67.567568,70.32967,109.89011,62,90,64,100,91,148,55.532954,0.2146,0.424,0.532,1.6,4.276286,0.294894121454758,0.402006421641513,0.529204289888931,0.59629030180095,0.681857825991009,0.701680522033785,0.738133896759268,0.789286618722566,0.836523164563865,0.863507701439297,0.902750765219103,0.916296748066596,0.971982697978372,0.0948805460750853,0.15358361774744,0.191126279863481,0.218430034129693,0.232081911262799,0.238907849829352,0.279863481228669,0.300341296928328,0.341296928327645,0.395904436860068,0.42320819112628,0.491467576791809,0.627986348122867,0.0110777263969836,0.0145117294053464,0.139138807903545,37.851002,36.128,26.45767,0.755311268914315,0.544458549508776
"B4E1_TP_125_25",10004,"PSME",NA,34.5,NA,NA,0,37,3.74,713078.367124721,1017865.14614423,50.626404,7.55539312,FALSE,FALSE,527,235,235,0,0,0,0,0,0,0,0,0,13.36,51.75,35.36,38.343968,8.526314,72.698023,0.241129,13.335003,-0.358494,2.346079,6.939574,6.190001,6.306034,35.36,4.856804,-0.405701,0.364271,0.137353,-0.083533,0.075002,15.7804,20.396999,24.01,26.619999,28.494999,31.346001,34.582001,35.77,38.438,40.424,41.830002,42.588001,45.952,47.912998,49.616402,0.573066,36.369194,37.245824,9,177,62.680851,33,41.065669,1686.389162,0.655155,48,1.09282,3.38919,32.148121,62.680851,22.103001,5.68856,2.907851,0.352628,0.257366,0.131559,11,14,21.4,30,33,36,43,52,60,76,81,88.199997,134.400024,155,169.320007,95.918367,78.368121,168.571429,235,413,51.836735,39.591837,27.134725,19.544592,58.367347,42.040816,127,97,143,103,245,527,67.575686,527,413,235,149,27,1,1,0,0,0,0,0,4.55,51.75,29.90385,24.029365,10.531824,110.919309,0.35219,15.33,-0.103347,2.174209,8.97293,7.680002,9.900635,29.90385,6.042724,-0.115281,0.313534,0.202072,-0.019078,0.051886,6.5636,12.302,15.858,20.380001,23.01,23.794001,25.096001,30.4,34.438,36.567997,38.34,39.594002,44.039997,47.012001,49.306801,0.537158,31.700015,33.18579,0,199,55.835351,9.47619,42.836979,1835.006806,0.767202,50,1.314729,4.237572,32.688519,55.835351,22.582324,6.36016,3.408431,0.404445,0.281643,0.150934,7,10,12,21.400002,25,29,36,44,54,65,75,81,121.999939,155,179.880005,95.918367,78.368121,168.571429,235,413,71.020408,86.122449,40.417457,53.889943,86.938776,115.918367,174,211,213,284,245,527,47.650578,0.03,0.098,0.442,2.98,11.553699,0.139615414370471,0.26167786391394,0.337318124365734,0.433506350857093,0.489449491843583,0.506126105970261,0.533821161962453,0.646643396438284,0.732536358109922,0.777843874375822,0.815536441429073,0.842210524074481,0.936782014447758,0.0709677419354839,0.0903225806451613,0.138064516129032,0.193548387096774,0.212903225806452,0.232258064516129,0.27741935483871,0.335483870967742,0.387096774193548,0.490322580645161,0.52258064516129,0.569032238709677,0.867096929032258,0.00204537399225154,0.00961873259052925,0.326744881221719,47.814998,45.51,23.806301,0.600156494522692,0.360081768397941
"B4E1_TP_125_25",11,"TSHE",NA,28,"3","3) DBH at 1m",0,37,3.74,713070.290369228,1017913.47150689,50.4743,7.512804,TRUE,TRUE,354,202,202,0,0,0,0,0,0,0,0,0,14.05,50.509998,35.90901,39.514126,6.126556,37.53469,0.170613,6.805004,-0.51299,3.288325,4.792851,3.414997,4.094126,35.90901,3.407536,-0.375875,0.485237,0.094894,-0.110307,0.142401,22.343901,24.280001,27.664999,29.974001,32.997498,33.938,35.332001,36.870003,38.202,39.445,39.802502,40.790001,42.531002,44.908501,48.238007,0.599534,36.425346,36.891616,9,177,64.420792,27.666667,39.867769,1589.438969,0.618865,43.75,1.080252,3.410565,30.592687,64.420792,21.473991,5.317656,3.075666,0.333339,0.247632,0.143227,13,18,24,31.200001,36,38,47,56,62.599998,73,79.75,88.800003,128,152.949997,170.970016,98.536585,90.39548,156.097561,202,320,53.170732,29.268293,33.333333,17.514124,57.560976,30.243902,109,60,118,62,205,354,72.525892,354,320,202,101,17,0,0,0,0,0,0,0,4.88,50.509998,30.949437,38.921427,9.759082,95.239675,0.315323,14.1675,-0.652292,2.810635,8.009997,6.25,6.434999,30.949437,5.462226,-0.840228,0.503473,0.176489,-0.153825,0.092174,5.736,13.006001,15.196,22.842001,24.674999,27.000999,29.139999,33.16,35.414001,37.658001,38.842499,39.414001,41.071999,44.292,46.9702,0.571322,32.44703,33.577309,6,186,55.159375,31.714286,39.804966,1584.435335,0.721636,43.5,1.2872,4.183979,30.117246,55.159375,21.048344,5.643799,3.309218,0.381591,0.268135,0.15722,7.19,10.95,14,22,26.75,30,37,46,55,63.300003,70.25,78,117.500031,150.049988,171,98.536585,90.39548,156.097561,202,320,76.585366,35.121951,50,22.033898,86.341463,38.04878,157,72,177,78,205,354,59.037352,0.05,0.07,0.45,20.110001,17.288119,0.129504199403956,0.293642215298474,0.343086787681748,0.515713921249887,0.557098324753906,0.609613451639122,0.657906597128149,0.748667931003341,0.799557504741263,0.85022128149553,0.876964214756615,0.889867267226587,0.927300618621873,0.0849950981038594,0.117685520451498,0.156914027268663,0.203988241987347,0.235371040902995,0.248447209842051,0.307289970067799,0.366132730293548,0.409284074716262,0.477280166275518,0.52141223644483,0.580581920508308,0.836874812099539,0.00155872492827138,0.0105805172424576,0.481442373376487,44.838501,42.081002,18.620891,0.635257762380325,0.369984426616294
"B4E1_TP_125_25",12,"TSHE",NA,5.7,NA,NA,5,37,3.74,713072.362543553,1017927.56957582,37.635502,3.91794056,TRUE,TRUE,103,49,49,0,0,0,0,0,0,0,0,0,10.72,38.09,21.807347,13.326667,8.778605,77.063903,0.402553,17.67,0.316779,1.548322,7.869513,7.02,6.113334,21.807347,4.999745,0.569191,-0.357349,0.229269,0.113844,-0.071473,10.7584,11.11,12.216001,13.504,13.65,14.222,16.166002,19.440001,22.377998,29.115999,31.32,31.898001,32.48,35.518002,37.605202,0.405091,23.474487,24.94356,10,156,52.122449,10,33.40511,1115.901361,0.640897,42,1.094724,4.172949,25.318617,52.122449,18.19898,3.589557,2.608068,0.349158,0.197239,0.143308,10.48,12,14.6,22.200001,28,29.799999,40.600002,48,54,62.599998,70,74,93.800003,112.599998,150.720001,100,67.961165,142.857143,49,70,40.816327,81.632653,26.213592,56.31068,55.102041,118.367347,20,40,27,58,49,103,56.841802,103,70,49,19,2,0,0,0,0,0,0,0,8.36,38.09,20.907,13.550952,7.979933,63.679338,0.381687,14.275002,0.463491,1.951942,6.757514,5.970002,5.974049,20.907,4.539932,0.65551,0.00872,0.217149,0.144388,0.001921,9.9884,11.13,12.407001,13.564,13.719999,14.231,17.158001,19.525002,21.504,25.489998,27.995001,29.292,32.139,33.815506,37.393097,0.422032,22.357824,23.697374,8,156,45.757143,8,33.278986,1107.49089,0.727296,41.25,1.182612,4.187767,25.936327,45.757143,17.982402,4.412276,2.129693,0.392997,0.245366,0.118432,8,8.9,11,17.400002,20,22.700001,30.200001,37,48,55.199997,61.25,70.600006,93.399994,109.750015,148.409973,100,67.961165,142.857143,49,70,44.897959,77.55102,30.097087,54.368932,63.265306,114.285714,22,38,31,56,49,103,37.457435,0.0202,0.047,0.054,0.31,5.228571,0.295379285467442,0.32913894590251,0.366902716168139,0.401117759408953,0.405730998081176,0.420842438377234,0.507400391997683,0.577397895509829,0.635921284158812,0.753796143106656,0.82787467382567,0.86622982959356,0.950421975054876,0.093072825809464,0.106571937949768,0.129662524505551,0.197158094088066,0.248667855216125,0.264653637027596,0.360568407825371,0.426287751799072,0.479573720773956,0.555950258542633,0.621669638040313,0.657193617356903,0.833037341617004,0.00132327263228376,0.00166256157635468,0.239761902261655,35.471002,32.426,16.578776,0.490087462400877,0.38604191169607
"B4E1_TP_125_25",13,"TSHE",NA,5.5,NA,NA,5,37,3.74,713072.937017471,1017927.55678056,32.530998,2.48867944,FALSE,FALSE,45,21,21,0,0,0,0,0,0,0,0,0,10.72,32.450001,22.01,13.479365,8.681356,75.365942,0.394428,18.220001,0.103723,1.207763,8.008572,8.040001,5.960635,22.01,4.911476,0.093316,-0.907425,0.223147,0.019,-0.184756,10.856,11.4,12.42,13.6,13.65,13.7,18.530001,19.440001,28.559999,31.57,31.870001,31.940001,32.110001,32.400002,32.440002,0.519558,23.584257,24.915225,10,156,37.095238,10,32.321672,1044.690476,0.871316,35,2.381247,9.313622,21.546485,37.095238,15.295238,5.696742,3.482373,0.412323,0.372452,0.227677,10.2,11,12,13,15,19,21,29,35,48,50,53,59,59,136.59993,100,64.444444,138.095238,21,29,42.857143,85.714286,20,51.111111,42.857143,109.52381,9,18,9,23,21,45,66.913682,45,29,21,7,1,0,0,0,0,0,0,0,8.36,32.450001,20.363448,13.330952,8.170908,66.763733,0.401254,15.58,0.392969,1.604384,6.900143,6.11,5.719047,20.363448,4.621576,0.570219,-0.26458,0.226955,0.123382,-0.057249,9.0208,10.992,12.112,13.3,13.6,13.67,15.202,19.049999,19.841999,25.592003,29.18,31.690001,32.101997,32.284,32.436001,0.498275,21.889074,23.26293,10,156,35.896552,10,31.646874,1001.524631,0.881613,33,2.250488,8.466939,21.381688,35.896552,15.103448,6.157088,3.655088,0.420749,0.407661,0.242004,10,10.4,11,12.6,15,18,20.200001,28,33.399998,39.599998,48,51.199997,59,87.800018,142.279968,100,64.444444,138.095238,21,29,42.857143,85.714286,24.444444,51.111111,52.380952,109.52381,9,18,11,23,21,45,39.414011,0.0414,0.047,0.05,0.17,1.841333,0.279420146202453,0.340478255482592,0.375170363028125,0.411968777103209,0.421261305910048,0.423429562631644,0.47088340973857,0.5900755482592,0.614607824309255,0.792714750340726,0.903853301945236,0.981600823937554,0.994362439598563,0.172881355932203,0.186440677966102,0.203389830508475,0.220338983050847,0.254237288135593,0.322033898305085,0.355932203389831,0.491525423728814,0.593220338983051,0.813559322033898,0.847457627118644,0.898305084745763,1,0.00145061719440635,0.00155714725764101,0.083658927760109,32.353002,32.060001,20.168667,0.466072652501714,0.37729739990942
